[2025-01-01 14:27:20,673][dinov2][INFO] - using MLP layer as FFN
[2025-01-01 15:07:13,744][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:13,921][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:14,099][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:14,276][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:14,454][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:14,631][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:14,809][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:14,985][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:15,161][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:15,337][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:15,512][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:15,688][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:15,864][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:16,040][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:16,215][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:16,391][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:16,566][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:16,742][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:16,918][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:17,094][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:17,270][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:17,445][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:17,621][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:17,798][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:17,974][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:18,149][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:18,325][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:18,500][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:18,676][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:18,851][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:19,026][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:19,202][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:19,378][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:19,553][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:19,729][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:19,905][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:20,081][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:20,257][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:20,432][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:20,607][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:20,783][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:20,959][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:21,134][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:21,310][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:21,487][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:21,663][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:21,839][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:22,014][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:22,190][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:22,365][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:22,541][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:22,717][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:22,892][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:23,068][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:23,243][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:23,419][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:23,595][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:23,771][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:23,948][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:24,123][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:24,299][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:24,474][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:24,649][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:24,824][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:25,000][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:25,176][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:25,352][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:25,527][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:25,703][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:25,878][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:26,054][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:26,230][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:26,406][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:26,582][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:26,758][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:26,933][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:27,109][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:27,284][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:27,461][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:27,637][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:27,814][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:27,989][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:28,164][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:28,340][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:28,516][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:28,691][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:28,866][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:29,042][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:29,218][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:29,393][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:29,569][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:29,744][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:29,921][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:30,097][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:30,272][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:30,447][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:30,622][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:30,798][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:30,974][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:31,150][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:31,326][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:31,501][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:31,677][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:31,853][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:32,029][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:32,204][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:32,380][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:32,556][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:32,731][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:32,906][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:33,081][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:33,257][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:33,433][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:33,609][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:33,785][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:33,960][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:34,138][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:34,314][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:34,492][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:34,667][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:34,845][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:35,023][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:35,201][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:35,378][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:35,556][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:35,733][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:35,910][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:36,087][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:36,264][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:36,441][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:36,619][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:36,796][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:36,974][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:37,151][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:37,328][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:37,505][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:37,682][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:37,860][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:38,037][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:38,213][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:38,389][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:38,564][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:38,740][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:38,915][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:39,092][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:39,268][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:39,443][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:39,620][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:39,797][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:39,972][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:40,148][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:40,323][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:40,499][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:40,675][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:40,851][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:41,027][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:41,203][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:41,378][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:41,554][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:41,730][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:41,906][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:42,082][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:42,258][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:42,434][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:42,610][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:42,785][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:42,961][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:43,137][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:43,313][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:43,488][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:43,664][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:43,840][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:44,016][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:44,191][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:44,367][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:44,543][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:44,720][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:44,896][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:45,071][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:45,247][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:45,423][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:45,598][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:45,774][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:45,950][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:46,126][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:46,302][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:46,478][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:46,654][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:46,830][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:47,005][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:47,181][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:47,358][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:47,534][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:47,711][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:47,886][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:48,063][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:48,239][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:48,415][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:48,591][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:48,767][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:48,943][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:49,118][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:49,294][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:49,471][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:49,647][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:49,823][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:49,999][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:50,175][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:50,352][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:50,530][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:50,706][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:50,882][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:51,058][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:51,235][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:51,411][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:51,586][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:51,762][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:51,938][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:52,114][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:52,291][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:52,468][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:52,644][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:52,820][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:52,995][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:53,172][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:53,349][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:53,524][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:53,700][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:53,876][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:54,051][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:54,227][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:54,402][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:54,578][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:54,754][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:54,930][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:55,107][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:55,283][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:55,458][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:55,635][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:55,811][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:55,988][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:56,163][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:56,338][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:56,515][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:56,692][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:56,867][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:57,043][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:57,218][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:57,394][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:57,570][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:57,747][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:57,923][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:58,102][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:58,278][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:58,453][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:58,629][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:58,806][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:58,981][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:59,157][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:59,334][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:59,510][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:59,686][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:07:59,862][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:00,037][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:00,214][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:00,390][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:00,566][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:00,742][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:00,918][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:01,094][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:01,270][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:01,447][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:01,628][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:01,804][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:01,979][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:02,155][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:02,333][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:02,509][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:02,685][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:02,861][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:03,037][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:03,213][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:03,388][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:03,566][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:03,742][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:03,919][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:04,095][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:04,270][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:04,446][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:04,622][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:04,798][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:04,973][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:05,150][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:05,326][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:05,502][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:05,678][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:05,856][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:06,032][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:06,209][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:06,387][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:06,565][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:06,743][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:06,920][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:07,097][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:07,275][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:07,452][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:07,629][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:07,807][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:07,985][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:08,164][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:08,342][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:08,519][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:08,696][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:08,874][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:09,054][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:09,231][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:09,409][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:09,586][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:09,763][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:09,942][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:10,118][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:10,294][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:10,472][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:10,648][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:10,824][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:11,000][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:11,175][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:11,351][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:11,527][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:11,703][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:11,879][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:12,055][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:12,231][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:12,407][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:12,583][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:12,759][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:12,934][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:13,110][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:13,286][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:08:13,462][eval.evaluation][WARNING] - NaN values detected in predictions
